student_id,query_index,query_type
12472,1,dependent
12475,1,dependent
12475,2,dependent
12475,3,dependent
12475,4,dependent
12476,1,dependent
12476,2,dependent
12478,1,guided
12478,2,dependent
12479,1,dependent
12479,2,guided
12479,3,dependent
12480,1,dependent
12480,2,dependent
12481,1,guided
12481,2,dependent
12481,3,dependent
12481,4,dependent
12481,5,guided
12481,6,dependent
12481,7,dependent
12484,1,guided
12488,1,dependent
12488,2,dependent
12488,3,dependent
12488,4,dependent
12488,5,guided
12488,6,dependent
12488,7,dependent
12488,8,dependent
12488,9,dependent
12490,1,dependent
12491,1,dependent
12491,2,dependent
12491,3,guided
12491,4,dependent
12491,5,dependent
12491,6,dependent
12491,7,dependent
12491,8,dependent
12497,1,guided
12497,2,dependent
12497,3,dependent
12497,4,dependent
12497,5,dependent
12498,1,dependent
12498,2,dependent
12504,1,dependent
12493,1,dependent
12493,2,dependent
12493,3,dependent
12493,4,dependent
12486,1,dependent
12486,2,dependent
12486,3,dependent
12486,4,guided
12501,1,dependent
12501,2,dependent
12505,1,dependent